YearQuarterId,YearGroupId,Year,Quarter,FailureUnit,Zone,ZoneCategory,Location,LocationCategory,Direction
2018-Q1,G2018,2018,Q1,285,4,Very High,Yvelines ,D,North Central
2014-Q1,G2014,2014,Q1,96,2,Medium,Corse,R,South
2018-Q2,G2018,2018,Q2,31,1,Low,Alpes-de-Haute-Provence,D,South East
2023-Q2,G2023,2023,Q2,29,1,Low,Nièvre ,D,East
2017-Q3,G2017,2017,Q3,82,2,Medium, Indre-et-Loire,D,South West
2016-Q2,G2016,2016,Q2,343,4,Very High,Var ,D,South East
2019-Q3,G2019,2019,Q3,20,1,Low,Territoire de Belfort,D,East
2022-Q2,G2022,2022,Q2,276,4,Very High,Overseas,O,Nil
2017-Q4,G2017,2017,Q4,155,3,High,Eure,D,North
2024-Q1,G2024,2024,Q1,166,3,High,Maine-et-Loire,D,West
2022-Q2,G2022,2022,Q2,176,3,High, Loire-Atlantique,D,West
2023-Q4,G2023,2023,Q4,32,1,Low,Meuse ,D,North East
2016-Q4,G2016,2016,Q4,49,2,Medium,Aveyron,D,South
2020-Q3,G2020,2020,Q3,28,1,Low,Charente,D,South West
2023-Q2,G2023,2023,Q2,474,4,Very High,Centre-Val de Loire,R,Central
2023-Q4,G2023,2023,Q4,104,3,High,Eure-et-Loir,D,Central
2021-Q2,G2021,2021,Q2,43,1,Low, Landes ,D,South West
2017-Q2,G2017,2017,Q2,35,1,Low, Lot,D,South
2024-Q3,G2024,2024,Q3,133,3,High,Pyrénées-Atlantiques ,D,South West
2016-Q4,G2016,2016,Q4,0,1,Low,French Teritories,OFOT,Nil
2024-Q4,G2024,2024,Q4,0,1,Low,Hauts-de-France,R,North
2015-Q4,G2015,2015,Q4,60,2,Medium,Ardennes,D,North East
2017-Q3,G2017,2017,Q3,297,4,Very High,Gironde,D,South West
2020-Q3,G2020,2020,Q3,62,2,Medium,Eure,D,North
2021-Q3,G2021,2021,Q3,338,4,Very High,Bouches-du-Rhône,D,South East
2020-Q3,G2020,2020,Q3,151,3,High, Hauts-de-Seine,D,North Central
2021-Q2,G2021,2021,Q2,301,4,Very High,Seine-Saint-Denis,D,North Central
2014-Q4,G2014,2014,Q4,31,1,Low,Creuse,D,South West
2022-Q1,G2022,2022,Q1,24,1,Low,Aveyron,D,South
2019-Q3,G2019,2019,Q3,640,4,Very High,Paris,D,North Central
2024-Q1,G2024,2024,Q1,93,2,Medium, Lot-et-Garonne,D,South West
2018-Q2,G2018,2018,Q2,1022,4,Very High,Grand Est ,R,North East
2017-Q3,G2017,2017,Q3,17,1,Low, Lot,D,South
2023-Q3,G2023,2023,Q3,507,4,Very High,Nord,D,North
2014-Q4,G2014,2014,Q4,120,3,High, Drôme,D,East
2021-Q4,G2021,2021,Q4,96,2,Medium,Bas-Rhin,D,North East
2023-Q4,G2023,2023,Q4,150,3,High, Pyrénées-Orientales ,D,South
2015-Q2,G2015,2015,Q2,261,4,Very High, Loire-Atlantique,D,West
2024-Q4,G2024,2024,Q4,0,1,Low,Bas-Rhin,D,North East
2021-Q2,G2021,2021,Q2,15,1,Low, Haute-Corse,D,South
2020-Q2,G2020,2020,Q2,32,1,Low,Vosges,D,North East
2021-Q2,G2021,2021,Q2,218,3,High,Seine-et-Marne,D,North Central
2021-Q4,G2021,2021,Q4,330,4,Very High,Bouches-du-Rhône,D,South East
2020-Q2,G2020,2020,Q2,7,1,Low,Haute-Marne,D,North East
2018-Q4,G2018,2018,Q4,1305,4,Very High,Occitanie ,R,South
2023-Q4,G2023,2023,Q4,102,3,High,Guadeloupe,C,Nil
2022-Q2,G2022,2022,Q2,77,2,Medium,Vendée,D,West
2024-Q2,G2024,2024,Q2,19,1,Low,Creuse,D,South West
2020-Q1,G2020,2020,Q1,192,3,High,Isère ,D,South East
2021-Q4,G2021,2021,Q4,44,1,Low, Martinique,C,Nil
2021-Q3,G2021,2021,Q3,33,1,Low,Yonne,D,East
2023-Q1,G2023,2023,Q1,106,3,High,Eure,D,North
2016-Q4,G2016,2016,Q4,89,2,Medium, Côtes-d'Armor,D,North West
2015-Q2,G2015,2015,Q2,138,3,High,Oise,D,North
2020-Q1,G2020,2020,Q1,47,2,Medium, Lot-et-Garonne,D,South West
2017-Q3,G2017,2017,Q3,392,4,Very High,Centre-Val de Loire,R,Central
2016-Q2,G2016,2016,Q2,132,3,High, Savoie ,D,South East
2020-Q4,G2020,2020,Q4,89,2,Medium, Ille-et-Vilaine ,D,North West
2018-Q3,G2018,2018,Q3,944,4,Very High,Nouvelle-Aquitaine,R,South West
2019-Q1,G2019,2019,Q1,280,4,Very High,Val-de-Marne,D,North Central
2018-Q4,G2018,2018,Q4,271,4,Very High,Isère ,D,South East
2020-Q4,G2020,2020,Q4,152,3,High,Essonne,D,North Central
2015-Q1,G2015,2015,Q1,75,2,Medium,Allier,D,South East
2016-Q4,G2016,2016,Q4,31,1,Low,Creuse,D,South West
2020-Q2,G2020,2020,Q2,17,1,Low,Mayenne,D,West
2016-Q1,G2016,2016,Q1,128,3,High, Côtes-d'Armor,D,North West
2022-Q3,G2022,2022,Q3,281,4,Very High,Rhône,D,South East
2022-Q1,G2022,2022,Q1,628,4,Very High,Paris,D,North Central
2019-Q3,G2019,2019,Q3,39,1,Low,Ardèche,D,South East
2016-Q3,G2016,2016,Q3,89,2,Medium, Martinique,C,Nil
2022-Q4,G2022,2022,Q4,127,3,High,Oise,D,North
2020-Q1,G2020,2020,Q1,43,1,Low,Loir-et-Cher,D,Central
2022-Q4,G2022,2022,Q4,128,3,High,Charente-Maritime,D,South West
2018-Q2,G2018,2018,Q2,259,4,Very High,Val-d'Oise ,D,North Central
2022-Q2,G2022,2022,Q2,42,1,Low,Tarn-et-Garonne,D,South
2017-Q1,G2017,2017,Q1,102,3,High, Landes ,D,South West
2014-Q3,G2014,2014,Q3,28,1,Low,Corse-du-Sud,D,South
2022-Q3,G2022,2022,Q3,88,2,Medium,Morbihan ,D,North West
2019-Q1,G2019,2019,Q1,1282,4,Very High,Occitanie ,R,South
2014-Q4,G2014,2014,Q4,56,2,Medium, Jura,D,East
2016-Q3,G2016,2016,Q3,94,2,Medium,French Teritories,OFOT,Nil
2019-Q3,G2019,2019,Q3,1262,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2023-Q3,G2023,2023,Q3,467,4,Very High,Bourgogne-Frenche-Comté,R,West
2016-Q3,G2016,2016,Q3,207,3,High,Val-de-Marne,D,North Central
2023-Q2,G2023,2023,Q2,13561,4,Very High,France,C,Nil
2015-Q4,G2015,2015,Q4,115,3,High,Ain,D,South East
2014-Q4,G2014,2014,Q4,77,2,Medium, Lot-et-Garonne,D,South West
2021-Q1,G2021,2021,Q1,167,3,High,Hérault ,D,South
2014-Q2,G2014,2014,Q2,54,2,Medium,Ardèche,D,South East
2018-Q4,G2018,2018,Q4,48,2,Medium,Haute-Loire ,D,South East
2022-Q3,G2022,2022,Q3,356,4,Very High,Seine-et-Marne,D,North Central
2020-Q4,G2020,2020,Q4,52,2,Medium, Drôme,D,East
2018-Q2,G2018,2018,Q2,70,2,Medium,Loir-et-Cher,D,Central
2024-Q2,G2024,2024,Q2,330,4,Very High,Yvelines ,D,North Central
2020-Q3,G2020,2020,Q3,176,3,High,Gironde,D,South West
2015-Q2,G2015,2015,Q2,270,4,Very High,Seine-Maritime ,D,North
2019-Q4,G2019,2019,Q4,60,2,Medium,Tarn,D,South
2014-Q4,G2014,2014,Q4,103,3,High,Eure-et-Loir,D,Central
2018-Q4,G2018,2018,Q4,63,2,Medium,Charente,D,South West
2022-Q2,G2022,2022,Q2,196,3,High,Haute-Garonne,D,South
2019-Q2,G2019,2019,Q2,35,1,Low, Hautes-Pyrénées,D,South
2016-Q3,G2016,2016,Q3,126,3,High,Aisne,D,North
2018-Q4,G2018,2018,Q4,83,2,Medium,Vosges,D,North East
2019-Q1,G2019,2019,Q1,23,1,Low, Lot,D,South
2020-Q4,G2020,2020,Q4,151,3,High,Var ,D,South East
2020-Q3,G2020,2020,Q3,43,1,Low, Indre-et-Loire,D,South West
2014-Q1,G2014,2014,Q1,188,3,High,Haute-Savoie,D,South East
2020-Q3,G2020,2020,Q3,29,1,Low,Deux-Sèvres,D,South West
2016-Q1,G2016,2016,Q1,90,2,Medium,Vosges,D,North East
2015-Q4,G2015,2015,Q4,207,3,High,Moselle,D,North East
2024-Q4,G2024,2024,Q4,0,1,Low,Loir-et-Cher,D,Central
2015-Q3,G2015,2015,Q3,0,1,Low,French Teritories,OFOT,Nil
2015-Q1,G2015,2015,Q1,87,2,Medium,Ardennes,D,North East
2016-Q1,G2016,2016,Q1,655,4,Very High, Bretagne,R,North West
2020-Q1,G2020,2020,Q1,15,1,Low,Creuse,D,South West
2015-Q4,G2015,2015,Q4,55,2,Medium,Alpes-de-Haute-Provence,D,South East
2014-Q1,G2014,2014,Q1,487,4,Very High,Rhône,D,South East
2022-Q2,G2022,2022,Q2,86,2,Medium,Eure-et-Loir,D,Central
2021-Q4,G2021,2021,Q4,625,4,Very High,Nouvelle-Aquitaine,R,South West
2024-Q1,G2024,2024,Q1,257,4,Very High,La Réunion,C,Nil
2018-Q3,G2018,2018,Q3,293,4,Very High,Rhône,D,South East
2018-Q1,G2018,2018,Q1,50,2,Medium,Indre ,D,Central
2015-Q3,G2015,2015,Q3,69,2,Medium,Vienne,D,South West
2015-Q1,G2015,2015,Q1,143,3,High, Doubs,D,East
2021-Q3,G2021,2021,Q3,22,1,Low,Tarn,D,South
2017-Q4,G2017,2017,Q4,98,3,High, Côtes-d'Armor,D,North West
2024-Q4,G2024,2024,Q4,0,1,Low,Guadeloupe,C,Nil
2022-Q4,G2022,2022,Q4,11978,4,Very High,France,C,Nil
2018-Q1,G2018,2018,Q1,129,3,High,Marne,D,North East
2018-Q4,G2018,2018,Q4,227,4,Very High,Seine-Maritime ,D,North
2023-Q3,G2023,2023,Q3,109,3,High, Savoie ,D,South East
2020-Q2,G2020,2020,Q2,354,4,Very High,Paris,D,North Central
2017-Q1,G2017,2017,Q1,212,3,High,Haut-Rhin ,D,North East
2017-Q3,G2017,2017,Q3,231,4,Very High,Var ,D,South East
2020-Q2,G2020,2020,Q2,42,1,Low, Indre-et-Loire,D,South West
2019-Q2,G2019,2019,Q2,37,1,Low,Charente,D,South West
2023-Q4,G2023,2023,Q4,158,3,High,Calvados,D,North
2018-Q2,G2018,2018,Q2,108,3,High,Sarthe,D,West
2020-Q4,G2020,2020,Q4,40,1,Low, Landes ,D,South West
2022-Q3,G2022,2022,Q3,8,1,Low,French Guiana,C,Nil
2018-Q2,G2018,2018,Q2,56,2,Medium,Allier,D,South East
2023-Q2,G2023,2023,Q2,92,2,Medium,Eure,D,North
2018-Q4,G2018,2018,Q4,171,3,High,Gard ,D,South
2020-Q4,G2020,2020,Q4,48,2,Medium, Indre-et-Loire,D,South West
2015-Q2,G2015,2015,Q2,560,4,Very High,Seine-Saint-Denis,D,North Central
2017-Q3,G2017,2017,Q3,183,3,High,Essonne,D,North Central
2020-Q1,G2020,2020,Q1,13,1,Low,Cantal,D,South East
2016-Q4,G2016,2016,Q4,42,1,Low,Corse-du-Sud,D,South
2023-Q4,G2023,2023,Q4,681,4,Very High,Seine-Saint-Denis,D,North Central
2018-Q2,G2018,2018,Q2,53,2,Medium, Jura,D,East
2014-Q1,G2014,2014,Q1,92,2,Medium,Vienne,D,South West
2018-Q1,G2018,2018,Q1,103,3,High,Corse,R,South
2024-Q3,G2024,2024,Q3,121,3,High, Drôme,D,East
2022-Q1,G2022,2022,Q1,169,3,High,Yvelines ,D,North Central
2016-Q4,G2016,2016,Q4,269,4,Very High,Pas-de-Calais ,D,North
2018-Q2,G2018,2018,Q2,273,4,Very High,Isère ,D,South East
2017-Q1,G2017,2017,Q1,27,1,Low, Ariège,D,South
2016-Q4,G2016,2016,Q4,86,2,Medium,Sarthe,D,West
2015-Q4,G2015,2015,Q4,275,4,Very High,Bas-Rhin,D,North East
2017-Q2,G2017,2017,Q2,66,2,Medium,Vienne,D,South West
2019-Q2,G2019,2019,Q2,56,2,Medium,Allier,D,South East
2018-Q1,G2018,2018,Q1,373,4,Very High,Alpes-Maritimes,D,South East
2019-Q3,G2019,2019,Q3,105,3,High,Vaucluse ,D,South East
2014-Q1,G2014,2014,Q1,1121,4,Very High,Grand Est ,R,North East
2022-Q1,G2022,2022,Q1,317,4,Very High,Centre-Val de Loire,R,Central
2017-Q3,G2017,2017,Q3,101,3,High, Meurthe-et-Moselle,D,North East
2016-Q1,G2016,2016,Q1,58,2,Medium, Hautes-Pyrénées,D,South
2020-Q4,G2020,2020,Q4,145,3,High,Val-d'Oise ,D,North Central
2021-Q1,G2021,2021,Q1,30,1,Low,Tarn,D,South
2018-Q1,G2018,2017,Q1,15,1,Low,French Guiana,C,Nil
2024-Q2,G2024,2024,Q2,312,4,Very High,Hérault ,D,South
2019-Q3,G2019,2019,Q3,33,1,Low,Haute-Saône,D,East
2024-Q2,G2024,2024,Q2,231,4,Very High,Bas-Rhin,D,North East
2021-Q2,G2021,2021,Q2,79,2,Medium,Haute-Savoie,D,South East
2022-Q1,G2022,2022,Q1,114,3,High, Meurthe-et-Moselle,D,North East
2022-Q1,G2022,2022,Q1,10047,4,Very High,France,C,Nil
2023-Q1,G2023,2023,Q1,174,3,High,La Réunion,C,Nil
2014-Q2,G2014,2014,Q2,115,3,High, Drôme,D,East
2024-Q2,G2024,2024,Q2,55,2,Medium,Meuse ,D,North East
2016-Q4,G2016,2016,Q4,133,3,High,Calvados,D,North
2016-Q4,G2016,2016,Q4,393,4,Very High,Overseas,O,Nil
2015-Q1,G2015,2015,Q1,48,2,Medium,Hautes-Alpes,D,South East
2019-Q4,G2019,2019,Q4,85,2,Medium, Dordogne,D,South West
2019-Q2,G2019,2019,Q2,197,3,High,Bas-Rhin,D,North East
2019-Q4,G2019,2019,Q4,481,4,Very High,Nord,D,North
2021-Q1,G2021,2021,Q1,23,1,Low, Gers,D,South
2023-Q1,G2023,2023,Q1,636,4,Very High,Pays de la Loire,R,West
2021-Q2,G2021,2021,Q2,35,1,Low,Morbihan ,D,North West
2016-Q4,G2016,2016,Q4,32,1,Low,Haute-Loire ,D,South East
2022-Q4,G2022,2022,Q4,25,1,Low,Haute-Marne,D,North East
2017-Q3,G2017,2017,Q3,81,2,Medium,Puy-de-Dôme,D,South East
2023-Q4,G2023,2023,Q4,128,3,High,Marne,D,North East
2018-Q3,G2018,2018,Q3,57,2,Medium, Hautes-Pyrénées,D,South
2015-Q4,G2015,2015,Q4,258,4,Very High,Seine-Maritime ,D,North
2020-Q1,G2020,2020,Q1,344,4,Very High,Alpes-Maritimes,D,South East
2018-Q3,G2018,2018,Q3,41,1,Low, Haute-Corse,D,South
2020-Q1,G2020,2020,Q1,93,2,Medium,Haute-Savoie,D,South East
2018-Q3,G2018,2018,Q3,446,4,Very High,Seine-Saint-Denis,D,North Central
2015-Q1,G2015,2015,Q1,103,3,High,Corse,R,South
2016-Q3,G2016,2016,Q3,54,2,Medium,Allier,D,South East
2015-Q4,G2015,2015,Q4,597,4,Very High,Bourgogne-Frenche-Comté,R,West
2017-Q4,G2017,2017,Q4,82,2,Medium,Tarn-et-Garonne,D,South
2014-Q2,G2014,2014,Q2,764,4,Very High, Bretagne,R,North West
2018-Q1,G2018,2018,Q1,78,2,Medium,Tarn,D,South
2024-Q2,G2024,2024,Q2,36,1,Low,Aveyron,D,South
2022-Q2,G2022,2022,Q2,58,2,Medium, Lot-et-Garonne,D,South West
2015-Q2,G2015,2015,Q2,18,1,Low,French Guiana,C,Nil
2019-Q1,G2019,2019,Q1,46,2,Medium,Ardèche,D,South East
2022-Q3,G2022,2022,Q3,7,1,Low,Lozère ,D,South
2019-Q4,G2019,2019,Q4,116,3,High,Vendée,D,West
2017-Q3,G2017,2017,Q3,177,3,High,Pas-de-Calais ,D,North
2018-Q4,G2018,2018,Q4,40,1,Low,Nièvre ,D,East
2020-Q4,G2020,2020,Q4,136,3,High,Val-de-Marne,D,North Central
2016-Q4,G2016,2016,Q4,24,1,Low,Territoire de Belfort,D,East
2021-Q2,G2021,2021,Q2,159,3,High, Hauts-de-Seine,D,North Central
2014-Q3,G2014,2014,Q3,68,2,Medium, Lot-et-Garonne,D,South West
2020-Q3,G2020,2020,Q3,6830,4,Very High,France,C,Nil
2022-Q4,G2022,2022,Q4,100,3,High, Drôme,D,East
2021-Q1,G2021,2021,Q1,25,1,Low,Vienne,D,South West
2024-Q1,G2024,2024,Q1,8,1,Low,Lozère ,D,South
2017-Q4,G2017,2017,Q4,3141,4,Very High,Île-de-France,R,North Central
2022-Q2,G2022,2022,Q2,869,4,Very High,Occitanie ,R,South
2023-Q4,G2023,2023,Q4,16526,4,Very High,France,C,Nil
2014-Q2,G2014,2014,Q2,30,1,Low,Territoire de Belfort,D,East
2024-Q3,G2024,2024,Q3,78,2,Medium, Landes ,D,South West
2019-Q1,G2019,2019,Q1,148,3,High,Haute-Savoie,D,South East
2022-Q4,G2022,2022,Q4,1110,4,Very High,Occitanie ,R,South
2014-Q2,G2014,2014,Q2,198,3,High,Finistère,D,North West
2023-Q1,G2023,2023,Q1,51,2,Medium,Ardennes,D,North East
2019-Q2,G2019,2019,Q2,147,3,High,Oise,D,North
2015-Q3,G2015,2015,Q3,25,1,Low,French Guiana,C,Nil
2023-Q3,G2023,2023,Q3,44,1,Low, Haute-Corse,D,South
2018-Q3,G2018,2018,Q3,228,4,Very High,Var ,D,South East
2021-Q1,G2021,2021,Q1,229,4,Very High,Bourgogne-Frenche-Comté,R,West
2019-Q4,G2019,2019,Q4,135,3,High, Martinique,C,Nil
2022-Q1,G2022,2022,Q1,114,3,High,Gard ,D,South
2020-Q2,G2020,2020,Q2,47,2,Medium,Maine-et-Loire,D,West
2016-Q4,G2016,2016,Q4,137,3,High,Pyrénées-Atlantiques ,D,South West
2017-Q4,G2017,2017,Q4,137,3,High,Haute-Savoie,D,South East
2024-Q3,G2024,2024,Q3,1062,4,Very High,Hauts-de-France,R,North
2022-Q3,G2022,2022,Q3,123,3,High,Essonne,D,North Central
2023-Q3,G2023,2023,Q3,47,2,Medium,Vosges,D,North East
2022-Q2,G2022,2022,Q2,9977,4,Very High,France,C,Nil
2016-Q2,G2016,2016,Q2,120,3,High,Aisne,D,North
2021-Q3,G2021,2021,Q3,45,1,Low, Savoie ,D,South East
2015-Q3,G2015,2015,Q3,37,1,Low,Territoire de Belfort,D,East
2022-Q3,G2022,2022,Q3,9239,4,Very High,France,C,Nil
2018-Q2,G2018,2018,Q2,70,2,Medium,Aude,D,South
2023-Q2,G2023,2023,Q2,0,1,Low,French Teritories,OFOT,Nil
2019-Q1,G2019,2019,Q1,117,3,High,Charente-Maritime,D,South West
2021-Q4,G2021,2021,Q4,75,2,Medium,Loiret ,D,Central
2015-Q2,G2015,2015,Q2,128,3,High,Sarthe,D,West
2021-Q2,G2021,2021,Q2,219,3,High,Rhône,D,South East
2017-Q2,G2017,2017,Q2,36,1,Low,Alpes-de-Haute-Provence,D,South East
2016-Q4,G2016,2016,Q4,540,4,Very High, Bretagne,R,North West
2023-Q3,G2023,2023,Q3,73,2,Medium, Landes ,D,South West
2020-Q1,G2020,2020,Q1,1085,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2014-Q3,G2014,2014,Q3,72,2,Medium,Tarn-et-Garonne,D,South
2022-Q3,G2022,2022,Q3,70,2,Medium, Drôme,D,East
2018-Q1,G2018,2018,Q1,431,4,Very High,Rhône,D,South East
2018-Q2,G2018,2018,Q2,184,3,High,Haute-Garonne,D,South
2016-Q3,G2016,2016,Q3,70,2,Medium,Aude,D,South
2020-Q3,G2020,2020,Q3,32,1,Low,Manche,D,North
2016-Q2,G2016,2016,Q2,76,2,Medium, Doubs,D,East
2020-Q1,G2020,2020,Q1,24,1,Low,Aveyron,D,South
2017-Q3,G2017,2017,Q3,221,3,High,Seine-et-Marne,D,North Central
2021-Q3,G2021,2021,Q3,434,4,Very High,Occitanie ,R,South
2019-Q4,G2019,2019,Q4,26,1,Low,Creuse,D,South West
2016-Q4,G2016,2016,Q4,1299,4,Very High,Nouvelle-Aquitaine,R,South West
2024-Q2,G2024,2024,Q2,650,4,Very High,Pays de la Loire,R,West
2014-Q2,G2014,2014,Q2,40,1,Low,Hautes-Alpes,D,South East
2018-Q4,G2018,2018,Q4,60,2,Medium,Corrèze ,D,South West
2014-Q1,G2014,2014,Q1,213,3,High,Charente-Maritime,D,South West
2018-Q4,G2018,2018,Q4,25,1,Low,Hautes-Alpes,D,South East
2020-Q2,G2020,2020,Q2,145,3,High,Rhône,D,South East
2019-Q3,G2019,2019,Q3,62,2,Medium,Corse,R,South
2024-Q2,G2024,2024,Q2,1491,4,Very High,Nouvelle-Aquitaine,R,South West
2018-Q1,G2018,2018,Q1,461,4,Very High,Centre-Val de Loire,R,Central
2024-Q1,G2024,2024,Q1,113,3,High,Eure-et-Loir,D,Central
2017-Q4,G2017,2017,Q4,131,3,High,Moselle,D,North East
2015-Q1,G2015,2015,Q1,165,3,High,La Réunion,C,Nil
2017-Q4,G2017,2017,Q4,26,1,Low,Cantal,D,South East
2023-Q2,G2023,2023,Q2,32,1,Low,Orne,D,North
2023-Q3,G2023,2023,Q3,62,2,Medium,Aude,D,South
2015-Q4,G2015,2015,Q4,330,4,Very High,Overseas,O,Nil
2024-Q4,G2024,2024,Q4,0,1,Low,Yvelines ,D,North Central
2017-Q2,G2017,2017,Q2,0,1,Low,French Teritories,OFOT,Nil
2019-Q4,G2019,2019,Q4,77,2,Medium,Ardennes,D,North East
2023-Q4,G2023,2023,Q4,79,2,Medium,Aisne,D,North
2019-Q4,G2019,2019,Q4,182,3,High,Bas-Rhin,D,North East
2023-Q4,G2023,2023,Q4,108,3,High, Côtes-d'Armor,D,North West
2023-Q1,G2023,2023,Q1,34,1,Low, Ariège,D,South
2021-Q1,G2021,2021,Q1,18,1,Low,Aube,D,North East
2019-Q4,G2019,2019,Q4,133,3,High,Haut-Rhin ,D,North East
2015-Q1,G2015,2015,Q1,314,4,Very High,Essonne,D,North Central
2024-Q1,G2024,2024,Q1,25,1,Low,Haute-Marne,D,North East
2016-Q2,G2016,2016,Q2,76,2,Medium,Loir-et-Cher,D,Central
2020-Q2,G2020,2020,Q2,24,1,Low,Orne,D,North
2018-Q4,G2018,2018,Q4,41,1,Low,Mayenne,D,West
2016-Q2,G2016,2016,Q2,72,2,Medium, Cher,D,Central
2015-Q2,G2015,2015,Q2,48,2,Medium, Haute-Corse,D,South
2024-Q4,G2024,2024,Q4,0,1,Low,Ardèche,D,South East
2024-Q4,G2024,2024,Q4,0,1,Low,Haute-Loire ,D,South East
2019-Q2,G2019,2019,Q2,119,3,High,Vaucluse ,D,South East
2014-Q2,G2014,2014,Q2,314,4,Very High,Isère ,D,South East
2018-Q2,G2018,2018,Q2,284,4,Very High,Yvelines ,D,North Central
2017-Q1,G2017,2017,Q1,12,1,Low,Lozère ,D,South
2015-Q2,G2015,2015,Q2,127,3,High,Pyrénées-Atlantiques ,D,South West
2021-Q1,G2021,2021,Q1,71,2,Medium, Indre-et-Loire,D,South West
2018-Q3,G2018,2018,Q3,407,4,Very High,Centre-Val de Loire,R,Central
2015-Q4,G2015,2015,Q4,46,2,Medium,Corrèze ,D,South West
2021-Q2,G2021,2021,Q2,126,3,High,La Réunion,C,Nil
2022-Q3,G2022,2022,Q3,63,2,Medium, Doubs,D,East
2023-Q3,G2023,2023,Q3,157,3,High,Vaucluse ,D,South East
2014-Q4,G2014,2014,Q4,30,1,Low,Cantal,D,South East
2024-Q1,G2024,2024,Q1,40,1,Low,Haute-Saône,D,East
2014-Q4,G2014,2014,Q4,420,4,Very High,Seine-Saint-Denis,D,North Central
2022-Q4,G2022,2022,Q4,1096,4,Very High,Nouvelle-Aquitaine,R,South West
2019-Q1,G2019,2019,Q1,869,4,Very High,Paris,D,North Central
2023-Q2,G2023,2023,Q2,200,3,High,Essonne,D,North Central
2019-Q4,G2019,2019,Q4,29,1,Low,Indre ,D,Central
2021-Q4,G2021,2021,Q4,366,4,Very High,Seine-Saint-Denis,D,North Central
2022-Q1,G2022,2022,Q1,119,3,High,Vaucluse ,D,South East
2017-Q3,G2017,2017,Q3,45,1,Low, Landes ,D,South West
2020-Q1,G2020,2020,Q1,34,1,Low,Allier,D,South East
2017-Q2,G2017,2017,Q2,66,2,Medium,Tarn-et-Garonne,D,South
2018-Q4,G2018,2018,Q4,106,3,High,Puy-de-Dôme,D,South East
2014-Q3,G2014,2014,Q3,15,1,Low,Lozère ,D,South
2023-Q1,G2023,2023,Q1,1530,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2023-Q1,G2023,2023,Q1,144,3,High,Loiret ,D,Central
2015-Q1,G2015,2015,Q1,706,4,Very High,Bourgogne-Frenche-Comté,R,West
2018-Q3,G2018,2018,Q3,77,2,Medium, Martinique,C,Nil
2015-Q3,G2015,2015,Q3,9,1,Low,Cantal,D,South East
2018-Q2,G2018,2018,Q2,318,4,Very High,Gironde,D,South West
2022-Q4,G2022,2022,Q4,86,2,Medium, Dordogne,D,South West
2016-Q4,G2016,2016,Q4,486,4,Very High,Bourgogne-Frenche-Comté,R,West
2024-Q2,G2024,2024,Q2,150,3,High,Puy-de-Dôme,D,South East
2022-Q2,G2022,2022,Q2,1104,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2017-Q3,G2017,2017,Q3,67,2,Medium,Guadeloupe,C,Nil
2024-Q3,G2024,2024,Q3,76,2,Medium,Charente,D,South West
2021-Q2,G2021,2021,Q2,23,1,Low,Mayenne,D,West
2021-Q1,G2021,2021,Q1,149,3,High,Val-d'Oise ,D,North Central
2019-Q3,G2019,2019,Q3,25,1,Low,Aveyron,D,South
2023-Q3,G2023,2023,Q3,203,3,High, Loire-Atlantique,D,West
2020-Q1,G2020,2020,Q1,52,2,Medium, Jura,D,East
2024-Q1,G2024,2024,Q1,161,3,High,Morbihan ,D,North West
2018-Q3,G2018,2018,Q3,634,4,Very High,Paris,D,North Central
2016-Q2,G2016,2016,Q2,309,4,Very High,Hérault ,D,South
2021-Q1,G2021,2021,Q1,101,3,High,Vaucluse ,D,South East
2019-Q4,G2019,2019,Q4,73,2,Medium,Somme,D,North
2019-Q3,G2019,2019,Q3,34,1,Low,Aube,D,North East
2019-Q4,G2019,2019,Q4,64,2,Medium, Lot-et-Garonne,D,South West
2023-Q3,G2023,2023,Q3,61,2,Medium,Manche,D,North
2014-Q2,G2014,2014,Q2,46,2,Medium,Mayenne,D,West
2020-Q2,G2020,2020,Q2,108,3,High,Bas-Rhin,D,North East
2018-Q4,G2018,2018,Q4,525,4,Very High, Bretagne,R,North West
2022-Q2,G2022,2022,Q2,83,2,Medium,Côte-d'Or,D,East
2020-Q2,G2020,2020,Q2,3,1,Low,Meuse ,D,North East
2019-Q3,G2019,2019,Q3,87,2,Medium,Maine-et-Loire,D,West
2023-Q3,G2023,2023,Q3,2363,4,Very High,Île-de-France,R,North Central
2023-Q2,G2023,2023,Q2,94,2,Medium,Côte-d'Or,D,East
2014-Q1,G2014,2014,Q1,194,3,High,Pyrénées-Atlantiques ,D,South West
2016-Q1,G2016,2016,Q1,722,4,Very High, Normandie,R,North
2016-Q3,G2016,2016,Q3,32,1,Low,Haute-Marne,D,North East
2024-Q3,G2024,2024,Q3,131,3,High,Haut-Rhin ,D,North East
2023-Q2,G2023,2023,Q2,116,3,High, Indre-et-Loire,D,South West
2016-Q1,G2016,2016,Q1,29,1,Low,Creuse,D,South West
2016-Q4,G2016,2016,Q4,46,2,Medium,Indre ,D,Central
2023-Q2,G2023,2023,Q2,441,4,Very High,Bourgogne-Frenche-Comté,R,West
2015-Q2,G2015,2015,Q2,356,4,Very High,Var ,D,South East
